Satellite.Name,Op.Owner.Country,Operator.Owner,Users,Purpose,Type.of.Orbit,Perigee.km,Apogee.km,Inclination.deg,Period.min,Launch.Mass.kg,Dry.Mass.kg,Power.watts,Launch.Date,Expected.Lifetime,Contractor,Country.of.Contractor,Launch.Site,Launch.Vehicle,COSPAR.Number,NORAD.Number,Sat.Stock.Size,Record.Period,Eccentricity,Current.Official.Name.of.Satellite,Longitude.of.GEO..degrees.,Class.of.Orbit,Longitude.of.position.in.GEO,Satellite.Launch.Mass,Power,Country.Org.of.UN.Registry,Detailed.Purpose,Exp.Lifetime,Launch.Provider,Launch.Year,Launch.Month,Launch.Day,select,Sats.Per.Launch,LEO,MEO,Molniya,Elliptical,GSO,Orbit.Class,Price.Per.Vehicle
Glonass 714 (Cosmos 2419),Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,19118,19125,64.8,675.39,1480,NA,1600,2005-12-25,7 yrs.,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,2005-050A,28915,813,2006-03-17,0.000137,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,2005,12,25,1,3,0,1,0,0,0,MEO,NA
Glonass 798 (Cosmos 2417),Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,19117,19260,64.8,678.06,1415,NA,1600,2005-12-25,7 yrs.,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,2005-050C,28917,813,2006-03-17,0.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,2005,12,25,1,3,0,1,0,0,0,MEO,NA
GIOVE-A (Galileo In-Orbit Validation Element),ESA,European Space Agency,Commercial,Demonstration for Navigation/Global Positioning,MEO,23228,23281,56,846.1,660,610,700,2005-12-28,2 yrs.,Surrey Space Technology Ltd. (SSTL),United Kingdom,Baikonur Cosmodrome,Soyuz-Fregat,2005-051A,28922,813,2006-03-17,0.000895,NA,NA,NA,NA,NA,NA,NA,NA,NA,Starsem,2005,12,28,1,1,0,1,0,0,0,MEO,NA
AMC-23 (Worldsat 3),USA,SES Americom (SES Global),Commercial,Communications,"GEO, 172° E",35776,35792,0,1435.96,5000,NA,13000,2005-12-29,16 yrs.,Alcatel Alenia Space,France/Italy,Baikonur Cosmodrome,Proton M,2005-052A,28924,813,2006-03-17,0.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,2005,12,29,1,1,0,0,0,0,1,GSO,NA
ALOS (Advanced Land Observing Satellite; Daichi),Japan,Earth Observation Research and Application Center/JAXA,Japan,Earth Observation,"LEO, Sun-sync.",697,700,98.2,98.74,4000,NA,7000,2006-01-24,3-5 yrs.,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center Space Center,H-2A,2006-002A,28931,813,2006-03-17,0.000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,1,24,1,1,1,0,0,0,0,LEO,85
Echostar 10,USA,Echostar Communication Corp.,Commercial,Communications,"GEO, 110° W",35780,35788,0.04,1435.97,4333,NA,10000,2006-02-15,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Sea Launch,Zenit 3SL,2006-003A,28935,813,2006-03-17,9.49E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2006,2,15,1,1,0,0,0,0,1,GSO,70
MTSAT-2 (Multi-Functional Transport Satellite),Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Meteorology,"GEO, 145° E",35774,35813,0.02,1436.45,2900,1250,2700,2006-02-18,5 yrs.,Mitsubishi Electric/Boeing/Alcatel,Japan,Tanegashima Space Center,H-2A,2006-004A,28937,813,2006-03-17,0.000462,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,2,18,1,1,0,0,0,0,1,GSO,85
Astro-F (Akari),Japan,Japan Aerospace Exploration Agency (JAXA)/Institute of Space and Astronautical Science (ISAS),Japan,Scientific Research,"LEO, Sun-sync.",707,716,98.2,NA,952,NA,NA,2006-02-21,.5 yrs.,Japan Aerospace Exploration Agency (JAXA),Japan,Uchinoura Space Center,M-V,2006-005A,28939,813,2006-03-17,0.000635,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,2,21,1,2,1,0,0,0,0,LEO,50
"Cute -1.7 (Cubical Tokyo Tech Engineering satellite 1.7; Cubesat-Oscar-56, CO-56)",Japan,Tokyo Institute of Technology,Civil,Technology Development,"LEO, Sun-sync.",299,712,98.19,94.72,4,NA,5,2006-02-21,.2 yrs.,Tokyo Institute of Technology,Japan,Uchinoura Space Center,M-V,2006-005C,28941,813,2006-03-17,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,2,21,1,2,1,0,0,0,0,LEO,50
Hot Bird 7A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,"GEO, 13.00° E",NA,NA,NA,NA,4100,1740,10000,2006-03-11,15 yrs.,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5,2006-007A,28945,813,2006-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,3,11,1,2,0,0,0,0,0,0,140
Spainsat,Spain,Hisdesat/Ministry of Defense,Military,Communications,"GEO, 30° W",NA,NA,NA,NA,3680,1467,NA,2006-03-11,NA,Space Systems Loral,USA,Guiana Space Center,Ariane 5,2006-007B,28946,813,2006-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,3,11,1,2,0,0,0,0,0,0,140
Space Technology 5-A (ST5-A),USA,NASA/Goddard Space Flight Center,Government/Civil,Technology Development,"Elliptical, Sun Sync.",303,4544,105.63,136.96,25,NA,20,2006-03-22,.25 yrs.,NASA/Goddard Space Flight Center,USA,Vandenberg AFB,Pegasus XL,2006-008A,28980,819,2006-06-19,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,3,22,1,3,0,0,0,0,0,0,16
Space Technology 5-B (ST5-B),USA,NASA/Goddard Space Flight Center,Government/Civil,Technology Development,"Elliptical, Sun Sync.",304,4544,105.62,136.97,25,NA,20,2006-03-22,.25 yrs.,NASA/Goddard Space Flight Center,USA,Vandenberg AFB,Pegasus XL,2006-008B,28981,819,2006-06-19,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,3,22,1,3,0,0,0,0,0,0,16
Space Technology 5-C (ST5-C),USA,NASA/Goddard Space Flight Center,Government/Civil,Technology Development,"Elliptical, Sun Sync.",304,4542,105.62,136.95,25,NA,20,2006-03-22,.25 yrs.,NASA/Goddard Space Flight Center,USA,Vandenberg AFB,Pegasus XL,2006-008C,28982,819,2006-06-19,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,3,22,1,3,0,0,0,0,0,0,16
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",Japan,JSAT Corporation,Commercial,Communications,"GEO, 132° E",35782,35784,0.04,1435.91,4400,NA,NA,2006-04-12,12 yrs.,Lockheed Martin Commercial Space Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2006-010A,29045,819,2006-06-19,2.37E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2006,4,12,1,1,0,0,0,0,1,GSO,70
"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Remote Sensing,"LEO, Sun-sync.",800,800,72,100.87,70,NA,46,2006-04-15,2 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011A,29047,819,2006-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,4,15,1,6,1,0,0,0,0,LEO,14.5
"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Remote Sensing,"LEO, Sun-sync.",800,800,72,100.87,70,NA,46,2006-04-15,2 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011B,29048,819,2006-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,4,15,1,6,1,0,0,0,0,LEO,14.5
"COSMIC-C (Formosat-3C, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Remote Sensing,"LEO, Sun-sync.",800,800,72,100.87,70,NA,46,2006-04-15,2 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011C,29049,819,2006-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,4,15,1,6,1,0,0,0,0,LEO,14.5
"COSMIC-D, Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Remote Sensing,"LEO, Sun-sync.",800,800,72,100.87,70,NA,46,2006-04-15,2 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011D,29050,819,2006-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,4,15,1,6,1,0,0,0,0,LEO,14.5
"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Remote Sensing,"LEO, Sun-sync.",800,800,72,100.87,70,NA,46,2006-04-15,2 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011E,29051,819,2006-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,4,15,1,6,1,0,0,0,0,LEO,14.5
"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Remote Sensing,"LEO, Sun.sync.",800,800,72,100.87,70,NA,46,2006-04-15,2 yrs.,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,2006-011F,29052,819,2006-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orbital ATK,2006,4,15,1,6,1,0,0,0,0,LEO,14.5
Astra 1KR,Luxembourg,SES Astra (part of SES Global) (Societe Europienne des Satellites [SES]),Commercial,Communications,"GEO, 19.2° E",35631,35696,0.14,1429.81,4332,NA,12000,2006-04-20,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,819,2006-06-19,0.000773,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,4,20,1,1,0,0,0,0,1,GSO,70
EROS B1 (Earth Resources Observation Satellite),Israel,"ImageSat International, NV/Ministry of Defense",Military/Commercial,Remote Sensing,"LEO, Sun-sync.",503,516,97.33,94.82,350,NA,800,2006-04-25,10 yrs.,Israel Aircraft Industries (IAI),Israel,Svobodni Cosmodrome,Start 1,2006-014A,29079,819,2006-06-19,0.000945,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roscosmos,2006,4,25,1,1,1,0,0,0,0,LEO,8.5
"Remote Sensing Satellite 1 (RSS-1, JianBing-5)",China (PR),People's Liberation Army (C41),Military,Remote Sensing,"LEO, Sun-sync.",623,626,97.79,97.2,2700,NA,NA,2006-04-26,NA,Shanghai Academy of Space Flight Technology,China (PR),Taiyuan Launch Center,Long March 4B,2006-015A,29092,819,2006-06-19,0.000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,2006,4,26,1,1,1,0,0,0,0,LEO,50
Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),France/USA,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,"LEO, Sun-sync.",701,704,98.23,98.83,587,NA,550,2006-04-28,3 yrs.,Alcatel Alenia Space,France,Vandenberg AFB,Delta 2,2006-016B,29108,819,2006-06-19,0.000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,4,28,1,2,1,0,0,0,0,LEO,50
Cloudsat,USA,NASA/Colorado State University,Government/Civil,Earth Science,"LEO, Sun-sync.",701,704,98.25,98.83,848,NA,570,2006-04-28,2 yrs.,NASA Jet Propulsion Laboratory,USA,Vandenberg AFB,Delta 2,2006-016A,29107,819,2006-06-19,0.000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,4,28,1,2,1,0,0,0,0,LEO,50
Kobalt-M (Cosmos 2420),Russia,Russian Space Forces,Military,Reconnaissance,LEO,185,308,67.15,89.43,6600,NA,NA,2006-05-03,1 yr.,TsSKB Progress/MZ Arsenal,Russia,Plesetsk Cosmodrome,Soyuz-U,2006-017A,29111,819,2006-06-19,0.00929,NA,NA,NA,NA,NA,NA,NA,NA,NA,Starsem,2006,5,3,1,1,1,0,0,0,0,LEO,40
"GOES 13 (Geostationary Operational Environmental Satellite, GOES-N)",USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Science/Meteorology,"GEO, 105° W",35768,35799,0.54,1435.95,3200,1533,2300,2006-05-24,7 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2006-018A,29155,819,2006-06-19,0.000368,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,5,24,1,1,0,0,0,0,1,GSO,70
Satmex 6,Mexico,Satellites Mexicanos S.A. de C.V. (SatMex; Loral Global Alliance),Commercial,Communications,"GEO, 113° W",35782,35792,0.05,1436.1,5456,2310,NA,2006-05-27,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-020A,29162,819,2006-06-19,0.000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,5,27,1,2,0,0,0,0,1,GSO,140
Thaicom-5,Thailand,Shin Satellite Public Company Ltd. (Shin Sat),Commercial,Communications,"GEO, 78.5° E",35388,36036,0.14,1432.29,2800,1220,5000,2006-05-27,12 yrs.,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2006-020B,29163,819,2006-06-19,0.0077,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,5,27,1,2,0,0,0,0,1,GSO,140
Resurs-DK1 (Resurs - High Resolution 1),Russia,TsSKB Progress (State Research & Production Space Rocket Center),Government/Commercial,Earth Observation,LEO,360,690,70.4,94,6650,NA,NA,2006-06-15,3 yrs.,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz-FG,2006-021A,29228,827,2006-09-21,0.0239,NA,NA,NA,NA,NA,NA,NA,NA,NA,Starsem,2006,6,15,1,1,1,0,0,0,0,LEO,40
KazSat 1,Kazakhstan,JSC KazSat,Commercial,Communications,"GEO, 102.99° E",35781,35791,0.02,1436.09,1400,820,1300,2006-06-17,12 yrs.,Khrunichev,Russia,Baikonur Cosmodrome,Proton K,2006-022A,29230,827,2006-09-21,0.000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,2006,6,17,1,1,0,0,0,0,1,GSO,75
Galaxy-16 ,USA,"PanAmSat (Intelsat, Ltd.)",Commercial,Communications,"GEO, 99° W",35777,35796,0.02,1436.09,4640,NA,10000,2006-06-18,15 yrs.,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SL,2006-023A,29236,827,2006-09-21,0.000225,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2006,6,18,1,1,0,0,0,0,1,GSO,70
"MITEX (Micro-Satellite Technology Experiment, USA 187)",USA,Defense Advanced Research Projects Agency (DARPA)/Navy Research Laboratory (NRL),Military,Technology Development,NA,35800,35800,0,1346,250,NA,NA,2006-06-21,1 yr.,Orbital Sciences Corp.,USA,Cape Canaveral,Delta 2,2006-024A,29240,827,2006-09-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,6,21,1,2,0,0,0,0,1,GSO,50
"MITEX (Micro-Satellite Technology Experiment, USA 188)",USA,Defense Advanced Research Projects Agency (DARPA)/Navy Research Laboratory (NRL),Military,Technology Development,NA,35800,35800,0,1346,250,NA,NA,2006-06-21,1 yr.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-024B,29241,827,2006-09-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,6,21,1,2,0,0,0,0,1,GSO,50
"EORSAT (US-PU, Cosmos 2421)",Russia,Ministry of Defense,Military,Electronic Intelligence,"LEO, Sun-sync.",405,417,65.1,92.78,3300,NA,NA,2006-06-25,NA,KB Arsenal,Russia,Baikonur Cosmodrome,Tsyklon 2,2006-026A,29247,827,2006-09-21,0.000885,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roscosmos,2006,6,25,1,1,1,0,0,0,0,LEO,22.5
"NROL-22 (National Reconaissance Office Launch-22, USA 184)",USA,National Reconnaissance Office (NRO),Military,Remote Sensing/Reconnaissance,"Elliptical, Molniya",1111,37564,63,684,4000,NA,NA,2006-06-28,NA,National Reconnaissance Laboratory,USA,Vandenberg AFB,Delta 4,2006-027A,29249,827,2006-09-21,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,6,28,1,1,0,0,0,0,0,0,77.5
Genesis-1,USA,Bigelow Aerospace,Commercial,Technology Development,LEO,555,562,64.51,95.83,1360,NA,NA,2006-07-12,5 yrs.,Bigelow Aerospace,USA,Dombarovsky Missile Base,Dnepr,2006-029A,29252,827,2006-09-21,0.000505,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2006,7,12,1,1,1,0,0,0,0,LEO,NA
Oko 87 (Cosmos-2422),Russia,Ministry of Defense,Military,Early Warning,"Elliptical, Molniya",542,39807,62.8,717.66,2400,1250,NA,2006-07-21,NA,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya-M,2006-030A,29260,827,2006-09-21,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roscosmos,2006,7,21,1,1,0,0,1,0,0,Molniya,NA
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation/Technology Development,"LEO, Sun-sync.",675,702,98.1,98.52,800,NA,955,2006-07-28, 3 yrs.,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Plesetsk Cosmodrome,Rockot,2006-031A,29268,827,2006-09-21,0.00191,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurockot,2006,7,28,1,1,1,0,0,0,0,LEO,13.5
Hot Bird 8,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,NA,35770,35803,0.1,1436.1,4900,NA,14000,2006-08-04,15 yrs.,EADS Space,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton Breeze M,2006-032A,29270,827,2006-09-21,0.000391,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,2006,8,4,1,1,0,0,0,0,1,GSO,NA
JCSat 10 Japan Communications Satellite 10),Japan,JSAT Corporation,Commercial,Communications,"GEO, 128° E",35782,35789,0.04,1436.04,4400,1858,NA,2006-08-11,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,2006-033A,29272,827,2006-09-21,8.30E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,8,11,1,2,0,0,0,0,1,GSO,140
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,35776,35796,0.04,1436.07,3750,1658,NA,2006-08-11,12 yrs.,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2006-033B,29273,827,2006-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,8,11,1,2,0,0,0,0,1,GSO,140
Koreasat 5 (Mugungwha 5),South Korea,KT Corporation/Korean Agency for Defense Development (ADD),Military/Commercial,Communications,NA,35775,35820,0.04,1436.65,4450,NA,NA,2006-08-22,NA,Alcatel Alenia Space,France,Sea Launch (Odyssey),Zenit 3SL,2006-034A,29349,827,2006-09-21,0.000534,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2006,8,22,1,1,0,0,0,0,1,GSO,70
IGS-3A (Information Gathering Satellite 3A),Japan,Defense Ministry,Military,Reconnaissance,"LEO, Sun-sync.",484,492,97.3,94.37,850,NA,NA,2006-09-11,5 yrs.,Mitsubishi,Japan,Tanegashima Space Center,H-2A,2006-037A,29393,844,2007-01-04,0.000583,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,9,11,1,1,1,0,0,0,0,LEO,85
Zhongzing 22A (Chinastar 22A),China (PR),Chinasat,Commercial,Communications,"GEO, 98° E",35752,35824,0.24,1436.15,2300,NA,NA,2006-09-12,NA,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3A,2006-038A,29398,844,2007-01-04,0.0008539305,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,2006,9,12,1,1,0,0,0,0,1,GSO,50
"HitSat (Hokkaido Institute of Technology Satellite, Camatai, Oscar 59, HO-59)",Japan,Hokkaido Institute of Technology,Civil,Communications,LEO,279,663,98.32,94.02,3,NA,NA,2006-09-22,29484,Hokkaido Institute of Technology,Japan,Uchinoura Space Center,JAXA M-V,2006-941F,29484,844,2007-01-04,0.0281,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,9,22,1,1,1,0,0,0,0,LEO,50
"Navstar GPS 52 (Navstar SVN 52, GPS IIR-15, USA 190)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20020,20342,54.94,717.93,2060,NA,NA,2006-09-25,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-042A,29486,844,2007-01-04,0.00606,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,9,25,1,1,0,1,0,0,0,MEO,50
DirecTV-9S,USA,"DirecTV, Inc.",Commercial,Communications,"GEO, 101° W",35635,35708,0.04,1430.22,5500,2364,13900,2006-10-13,15 yrs.,Space Systems Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-043A,29494,844,2007-01-04,0.000868,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,10,13,1,2,0,0,0,0,1,GSO,140
Optus D1 ,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,"GEO, 160° E",35774,35800,0.04,1436.13,2300,NA,4800,2006-10-13,15 yrs.,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2006-043B,29495,844,2007-01-04,0.000308,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,10,13,1,2,0,0,0,0,1,GSO,140
MetOp-A (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Science/Meteorology,LEO/P,813,830,98.73,101.34,4193,3750,NA,2006-10-19,5 yrs.,EADS-Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz-Fregat,2006-044A,29499,844,2007-01-04,0.00118,NA,NA,NA,NA,NA,NA,NA,NA,NA,Starsem,2006,10,19,1,1,1,0,0,0,0,LEO,NA
Hinode (Solar B),Multinational,Institute of Space and Aeronautical Science/NASA,Government,Solar Physics,LEO,674,695,98.09,98.45,700,530,1000,2006-10-22,3 yrs.,"Institute of Space and Aeronautical Science, University of Tokyo/NASA",Japan/USA/UK/Germany,Uchinoura Space Center,JAXA M-V,2006-041A,29479,844,2007-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAXA,2006,10,22,1,1,1,0,0,0,0,LEO,50
Shijian 6C (SJ-6-02A),China (PR),Chinese Academy of Space Technology (CAST),Government,Space Physics,"LEO, Sun-sync.",593,600,97.7,96.62,NA,NA,NA,2006-10-23,NA,Chinese Academy of Space Technology (CAST)/DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4B,2006-046A,29505,844,2007-01-04,0.000502,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,2006,10,23,1,2,1,0,0,0,0,LEO,50
Shijian 6D (SJ-6-02B),China (PR),Chinese Academy of Space Technology (CAST),Government,Space Physics,"LEO, Sun-sync.",596,601,97.7,96.66,NA,NA,NA,2006-10-23,NA,Chinese Academy of Space Technology (CAST)/DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4B,2006-046B,29506,844,2007-01-04,0.000359,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,2006,10,23,1,2,1,0,0,0,0,LEO,50
XM 4 (Blues),USA,XM Satellite Radio USA,Commercial,Communications,"GEO, 115° W",35783,35790,0.03,1436.08,5193,NA,18000,2006-10-30,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2006-049A,29520,844,2007-01-04,8.30E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2006,10,30,1,1,0,0,0,0,1,GSO,70
"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 191)",USA,DoD/NOAA,Military,Earth Science/Meteorology,"LEO, Sun-sync.",842,855,98.79,101.89,1154,825,900,2006-11-04,5 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 4,2006-050A,29522,844,2007-01-04,9.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,11,4,1,1,1,0,0,0,0,LEO,70
Arabsat 4B (Badr 4),Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,"GEO, 30° E",35766,35805,0.07,1436.05,3304,1487,NA,2006-11-08,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2006-051A,29526,844,2007-01-04,0.000463,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILS,2006,11,8,1,1,0,0,0,0,1,GSO,NA
"Navstar GPS 58 (Navstar SVN 58, GPS IIR-16, USA 192)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,20206,20366,55.02,722.19,2060,NA,NA,2006-11-17,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-052A,29601,844,2007-01-04,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,ULA,2006,11,17,1,1,0,1,0,0,0,MEO,50
AMC-18 (Americom 18),USA,SES Americom (SES Global),Commercial,Communications,"GEO, 105° W",35784,35789,0.04,1436.1,2081,918,NA,2006-12-08,15 yrs.,Lockheed Martin Missiles and Space,USA,Guiana Space Center,Ariane 5,2006-054B,29644,844,2007-01-04,5.93E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,12,8,1,2,0,0,0,0,1,GSO,140
WildBlue 1,USA,WildBlue Communications,Commercial,Communications,"GEO, 111° W",35781,35793,0.06,1436.12,4735,1995,10000,2006-12-08,12 yrs.,Space Systems Loral,USA,Guiana Space Center,Ariane 5,2006-054A,29643,844,2007-01-04,0.000142,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arianespace,2006,12,8,1,2,0,0,0,0,1,GSO,140
Fengyun 2D (FY-2D),China (PR),China Meteorological Administration,Government,Earth Science,"GEO, 86° E",35775,35798,2.61,1436.09,1390,620,NA,2006-12-08,3 yrs.,China Meteorological Administration,China (PR),Xichang Satellite Launch Center,Long March 3A,2006-053A,29640,844,2007-01-04,0.000273,NA,NA,NA,NA,NA,NA,NA,NA,NA,China GWIC,2006,12,8,1,1,0,0,0,0,1,GSO,50
